,acousticness,album,album_id,album_release,artist,danceability,energy,feature,key,loudness,tempo,track_id,track_name,valence,rank,percentile
17,0.000282,DAMN.,4eLPsYPBmXABThSJ821sqY,2017-04-14,Kendrick Lamar,0.908,0.621,No Feature,1,-6.638,150.011,7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.,0.421,18,16
18,0.0381,Tremaine The Album,5gQtvMHA7yqdzKXrHpe63C,2017-03-24,Trey Songz,0.708,0.612,No Feature,5,-6.379,139.913,1HOUzEsetdIPSpAgRPhZQt,Nobody Else But You,0.263,19,16
19,0.709,The Thrill Of It All (Special Edition),3XftSbguntyRTBQaGItmfK,2017-11-03,Sam Smith,0.416,0.193,No Feature,9,-10.394,81.16,5UFvcTCbp9P057YbRNsJ3U,Palace,0.279,20,16
20,0.824,K.T.S.E.,0mwf6u9KVhZDCNVyIi6JuU,2018-06-23,Teyana Taylor,0.696,0.463,Kanye West,7,-8.562,81.35,6NqbN00vLmWfrQSx2wjD4z,Hurry,0.53,21,15
21,0.948,The Divine Feminine,6f6tko6NWoH00cyFOl4VYQ,2016-09-16,Mac Miller,0.465,0.225,Bilal,4,-12.637,57.75,1OubIZ0ARYCUq5kceYUQiO,Congratulations (feat. Bilal),0.207,22,15
22,0.00185,Art Angels,5hB4jVN4ZHpubyiMmW81K1,2015-11-06,Grimes,0.468,0.647,No Feature,6,-7.966,203.86,3zxqTbepxLQesm41y2NoE4,California,0.466,23,15
23,0.367,Swimming,5wtE5aLX5r7jOosmPhJhhk,2018-08-03,Mac Miller,0.52,0.538,No Feature,1,-8.109,141.894,5bJ1DrEM4hNCafcDd1oxHx,Self Care,0.177,24,15
24,0.43,Camila,2vD3zSQr8hNlg0obNel4TE,2018-01-12,Camila Cabello,0.737,0.697,No Feature,8,-5.31,94.101,5xi2SXmF3A5AIsuGXiUIZu,Inside Out,0.655,25,15
25,0.00599,ASTROWORLD,41GuZcammIkupMPKH2OJ6I,2018-08-03,Travis Scott,0.489,0.768,No Feature,8,-3.496,150.003,7wBJfHzpfI3032CSD7CE2m,STARGAZING,0.0567,26,14
26,0.173,People's Instinctive Travels and the Paths of Rhythm (25th Anniversary Edition),3kV0i1qqudjf0PGawJ4jck,1990,A Tribe Called Quest,0.848,0.666,No Feature,0,-6.547,96.662,3Ti0GdlrotgwsAVBBugv0I,Can I Kick It?,0.744,27,14
27,0.0266,Either Way (feat. Chris Brown),1TjZSZX2RNTZGJq17bM593,2017-09-15,K. Michelle,0.839,0.403,Chris Brown,1,-7.49,134.133,47Ylu4dSO0p96h9rpUMJfL,Either Way (feat. Chris Brown),0.387,28,14
28,0.402,STAY HOME TAPES (= --__-- =),0LeXQyrzNvcgAOztFEtOsp,2018-04-05,Snakehips,0.826,0.634,Jeremih,0,-4.0,147.996,7mOVlQvpqrji4h2CsNWFYk,For the F^_^k Of It,0.778,29,14
29,0.374,ye,5EBGCvO6upi3GNknMVe9x9,2018-06-01,Kanye West,0.665,0.417,No Feature,1,-6.731,110.111,2VYb3Fb5iK5Y8HGZ8oEEkp,Violent Crimes,0.04,30,14
30,0.0742,To Pimp A Butterfly,7ycBtnsMtyVbbwTfJwRjSP,2015-03-16,Kendrick Lamar,0.796,0.766,No Feature,7,-5.974,110.034,3iVcZ5G6tvkXZkZKlMpIUs,Alright,0.558,31,13
31,0.339,Light of Mine,2c1ipXPsfn6ylm6PrQNuDU,2018-05-18,KYLE,0.689,0.584,Kehlani,1,-5.768,156.572,4F1yvJfQ7gJkrcgFJQDjOr,Playinwitme (feat. Kehlani),0.676,32,13
32,0.0463,Exclusive,5t7BjMUC2HXa5cWDOWmnVg,2007-11-01,Chris Brown,0.738,0.673,T-Pain,10,-3.377,140.068,544wx7ulaLbPEecrnYr5uZ,Kiss Kiss (feat. T-Pain),0.565,33,13
33,0.101,ASTROWORLD,41GuZcammIkupMPKH2OJ6I,2018-08-03,Travis Scott,0.691,0.722,No Feature,0,-4.053,160.038,58TaFP5j5i9swOf584yon2,HOUSTONFORNICATION,0.26,34,13
34,0.21,KOD,4Wv5UAieM1LDEYVq5WmqDd,2018-04-20,J. Cole,0.831,0.782,No Feature,0,-6.274,141.869,7yotKA30dwTKNEGomV9ZsI,KOD,0.199,35,12
35,0.653,Only The Poets Mixtape (Vol. 1),2KjK2W2EFrzLF3iTRWnKlJ,2014-07-29,Marc E. Bassy,0.738,0.443,Kehlani,5,-9.614,127.084,6uT9XRrPvimLt62FNjMNBv,Lock It Up (feat. Kehlani),0.687,36,12
36,0.236,Swimming,5wtE5aLX5r7jOosmPhJhhk,2018-08-03,Mac Miller,0.802,0.463,No Feature,8,-8.379,103.961,39NDBdU5Xkm5pCFGa5kZtI,Ladders,0.291,37,12
37,0.0491,Face Your Fear,3Can2qB9S1pOcElpkfExB1,2017-10-27,Curtis Harding,0.713,0.8,No Feature,7,-5.938,139.942,3zYQ1KXzqBWRsxIqdVMoYF,Need Your Love,0.814,38,12
38,0.0903,Bizarre Ride II The Pharcyde,48kU5gP41TqZEw32Cwhsna,1992-11-24,The Pharcyde,0.759,0.756,No Feature,4,-8.145,87.059,4G3dZN9o3o2X4VKwt4CLts,Passin' Me By,0.613,39,12
39,0.367,Self Care,0VXk5mqwV1Wf8DOoTD4Syd,2018-07-13,Mac Miller,0.52,0.538,No Feature,1,-8.109,141.894,4c00fD972rl8ubRxZnyI2B,Self Care,0.177,40,11
40,0.196,Nomads,2sm41lIWrHo6G5tkcKmcRA,2016-11-25,No Wyld,0.823,0.442,No Feature,6,-8.664,99.995,0CV8u1K2Q4nhBvqqTWykw4,Grown Up,0.319,41,11
41,0.013,24K Magic,4PgleR09JVnm3zY1fW3XBA,2016-11-17,Bruno Mars,0.853,0.56,No Feature,1,-4.961,134.066,0KKkJNfGyhkQ5aFogxQAPU,That's What I Like,0.86,42,11
42,0.0252,Painting Pictures,5mG8oNkNKM2my7t9ywra96,2017-03-31,Kodak Black,0.806,0.77,No Feature,1,-6.464,152.094,0bXFIF7iL17TYLyx8JHziM,Patty Cake,0.406,43,11
43,0.188,ASTROWORLD,41GuZcammIkupMPKH2OJ6I,2018-08-03,Travis Scott,0.71,0.481,No Feature,4,-5.423,140.0,11kDth1aKUEUMq9r1pqyds,5% TINT,0.0631,44,11
44,0.33,AT.LONG.LAST.A$AP,3arNdjotCvtiiLFfjKngMc,2015-05-26,A$AP Rocky,0.653,0.71,No Feature,8,-8.444,122.044,3I8MbKRkS2IBDuslhCS3iT,Excuse Me,0.409,45,10
45,0.137,ASTROWORLD,41GuZcammIkupMPKH2OJ6I,2018-08-03,Travis Scott,0.7,0.462,No Feature,4,-8.111,151.902,4MXhiYIRDMGAuvZc5IFTwC,ASTROTHUNDER,0.284,46,10
46,0.22,LONG.LIVE.A$AP (Deluxe Version),1E1eyI5uGllppJZCxNoF9w,2013-01-11,A$AP Rocky,0.68,0.843,No Feature,1,-4.919,81.958,4go2hxLM6ijk0K76ZY0Nhd,Goldie,0.743,47,10
47,0.736,What's the Use?,0ppUC3Jf1kIDvOZsxCYpEe,2018-07-23,Mac Miller,0.759,0.492,No Feature,1,-10.338,104.974,5fyqqaqTmcNDixYABJO99I,What's the Use?,0.561,48,10
48,0.00158,"Huncho Jack, Jack Huncho",6FED8aeieEnUWwQqAO9zT1,2017-12-21,Huncho Jack,0.737,0.737,Travis Scott,4,-3.72,134.066,7J6bnDDitOwfelaJNixHhL,Modern Slavery,0.5,49,10
49,0.812,Swimming,5wtE5aLX5r7jOosmPhJhhk,2018-08-03,Mac Miller,0.576,0.556,No Feature,0,-6.474,148.173,0EA2RhRHL4KWeNa7JfD1Yw,So It Goes,0.294,50,9
50,0.171,Shine,5y4Ikuc4sLtNOpanoKKqwo,2008-03-28,Estelle,0.727,0.729,Kanye West,0,-2.99,117.932,22UDw8rSfLbUsaAGTXQ4Z8,American Boy,0.512,51,9
51,0.222,Birds In The Trap Sing McKnight,42WVQWuf1teDysXiOupIZt,2016-09-16,Travis Scott,0.396,0.554,No Feature,0,-5.048,117.384,2Zy7XVdxyZQB8xp5xbpJdl,way back,0.17,52,9
52,0.451,Camila,2vD3zSQr8hNlg0obNel4TE,2018-01-12,Camila Cabello,0.569,0.649,No Feature,11,-8.175,108.77,2gxqozTaq2NYylvS8jd57G,Into It,0.441,53,9
53,0.0788,Red Pill Blues (Deluxe),3ThQ5dvf9wlqB0C7evh5nH,2018-06-15,Maroon 5,0.799,0.597,SZA,5,-5.131,110.001,2j5hsQvApottzvTn4pFJWF,What Lovers Do (feat. SZA),0.419,54,9
54,0.343,Swimming,5wtE5aLX5r7jOosmPhJhhk,2018-08-03,Mac Miller,0.69,0.462,No Feature,8,-8.054,157.655,5p7GiBZNL1afJJDUrOA6C8,Hurt Feelings,0.325,55,8
55,0.445,Summertime '06,4Csoz10NhNJOrCTUoPBdUD,2015-06-30,Vince Staples,0.915,0.54,No Feature,7,-6.578,100.039,4uQ7wYsuL0DryknoDc11Hk,Norf Norf,0.111,56,8
56,0.21,Camila,2vD3zSQr8hNlg0obNel4TE,2018-01-12,Camila Cabello,0.425,0.548,No Feature,7,-6.762,175.756,1GO9vCm5Cra5uWGSWQ5mGK,In the Dark,0.282,57,8
57,0.0107,DROGAS Light,2utMSPHiSIHEg2vb9awgDi,2017-02-10,Lupe Fiasco,0.913,0.646,No Feature,0,-6.848,114.965,1q1ds5yuwDOZIdoRLy1yHd,Dopamine Lit (Intro),0.611,58,8
58,0.184,Camila,2vD3zSQr8hNlg0obNel4TE,2018-01-12,Camila Cabello,0.765,0.523,Young Thug,2,-4.333,104.988,1rfofaqEpACxVEHIZBJe6W,Havana,0.394,59,8
59,0.191,ASTROWORLD,41GuZcammIkupMPKH2OJ6I,2018-08-03,Travis Scott,0.745,0.645,No Feature,11,-5.113,149.068,20MuVazoNMv6xjKPnRFOxG,WAKE UP,0.476,60,7
60,0.222,SYRE,4IFpj2jyRcugt1yzH82m3E,2017-11-17,Jaden Smith,0.786,0.82,No Feature,9,-5.093,119.982,22nyEAEM29tcBRhukR089b,Icon,0.49,61,7
61,0.00299,Culture II,7fd7SEK25VS3gJAUgSwL6y,2018-01-26,Migos,0.815,0.816,No Feature,2,-5.474,181.967,2UVbBKQOdFAekPTRsnkzcf,Stir Fry,0.498,62,7
62,0.388,ASTROWORLD,41GuZcammIkupMPKH2OJ6I,2018-08-03,Travis Scott,0.754,0.609,No Feature,0,-5.976,149.843,4SZepBIPDRwPaHIjAKwRDb,R.I.P. SCREW,0.563,63,7
63,0.393,True to Self,7nn2Iaphg0Vc1NCGULkhVo,2017-05-26,Bryson Tiller,0.646,0.756,No Feature,9,-9.017,193.881,5GG3knKdxKWrNboRijxeKF,Run Me Dry,0.596,64,7
64,0.00826,The Divine Feminine,6f6tko6NWoH00cyFOl4VYQ,2016-09-16,Mac Miller,0.836,0.67,Anderson .Paak,5,-6.907,107.018,5iUQMwxUPdJBFeGkePtM66,Dang! (feat. Anderson .Paak),0.556,65,6
65,0.77,Swimming,5wtE5aLX5r7jOosmPhJhhk,2018-08-03,Mac Miller,0.533,0.496,No Feature,6,-9.363,155.158,6dFn6my1sHK2bcf23GlHwM,2009,0.173,66,6
66,0.172,Red Pill Blues (Deluxe),3ThQ5dvf9wlqB0C7evh5nH,2018-06-15,Maroon 5,0.812,0.67,LunchMoney Lewis,5,-4.008,125.087,6wogrqAh1GfVvhgLB8PRRD,Who I Am (feat. LunchMoney Lewis),0.654,67,6
67,0.0774,Money,2dzndQxJbYZAiifNOaz9qB,2017-11-18,Guapdad 4000,0.83,0.759,No Feature,7,-7.717,97.254,6yOeCNWiOLmGZdibUWWwms,Money,0.846,68,6
68,0.367,Camila,2vD3zSQr8hNlg0obNel4TE,2018-01-12,Camila Cabello,0.545,0.458,No Feature,5,-4.6,79.943,7IL3UOlcJ6nmcCMwpnlfcA,Something's Gotta Give,0.164,69,5
69,0.889,Camila,2vD3zSQr8hNlg0obNel4TE,2018-01-12,Camila Cabello,0.455,0.292,No Feature,0,-6.792,84.339,7sTtHHrD0zDpmzQzH3zegz,Consequences,0.43,70,5
70,0.648,1950,5p0UaZsYWMn4L1dSpc6AhN,2018-02-23,King Princess,0.6,0.535,No Feature,4,-7.043,71.912,0CZ8lquoTX2Dkg7Ak2inwA,1950,0.269,71,5
71,0.0203,Jesus Piece (Deluxe),5IBNSiR9VYaGIxOfcOJ2LB,2012-12-11,The Game,0.378,0.691,2 Chainz,10,-5.308,75.162,0LFcFGLYTX6UmeIdO7NVd7,Ali Bomaye,0.226,72,5
72,0.748,Swimming,5wtE5aLX5r7jOosmPhJhhk,2018-08-03,Mac Miller,0.599,0.317,No Feature,1,-11.212,148.09,0Xcy81PsJCOO6mhLZaQyQ4,Perfecto,0.203,73,5
73,0.101,Basement (Feat. Jessie Reyez),2suvROVbQiZoG1H5qgSzPr,2018-04-20,Russ,0.663,0.274,Jessie Reyez,1,-12.068,119.988,2BzWMz80tzdFmVFHuyCMAp,Basement (Feat. Jessie Reyez),0.129,74,4
74,0.141,Yeezus,7D2NdGvBHIavgLhmcwhluK,2013-01-01,Kanye West,0.5,0.593,No Feature,1,-4.34,68.456,4cAgkb0ifwn0FSHGXnr4F6,New Slaves,0.329,75,4
75,0.397,ALL-AMERIKKKAN BADA$$,6swV0WUnPygRIMgEKn6Ige,2017-04-07,Joey Bada$$,0.775,0.707,No Feature,10,-5.339,104.979,7L9g4cPfohScjJ8mGwLQWr,TEMPTATION,0.78,76,4
76,0.611,Lost & Found,3AlSuZnX4ZCab8eoWnnfbm,2018-06-08,Jorja Smith,0.642,0.459,No Feature,2,-6.346,80.19,14qLa09blyCJdkRJRQ8lpV,Tomorrow,0.128,77,4
77,0.0927,Layers,66KCBRiOFSs9bki2A15WlB,2016-11-04,Kungs,0.792,0.717,Cookin' On 3 Burners,0,-4.759,121.985,1A8j067qyiNwQnZT0bzUpZ,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,0.466,78,4
78,0.609,Camila,2vD3zSQr8hNlg0obNel4TE,2018-01-12,Camila Cabello,0.732,0.436,No Feature,1,-7.409,94.852,4XLu3tTSZiPFVC9mmuR6Zp,All These Years,0.475,79,3
79,0.181,Camila,2vD3zSQr8hNlg0obNel4TE,2018-01-12,Camila Cabello,0.637,0.713,No Feature,0,-4.333,129.923,4eWQlBRaTjPPUlzacqEeoQ,Never Be the Same,0.243,80,3
80,0.794,The Divine Feminine,6f6tko6NWoH00cyFOl4VYQ,2016-09-16,Mac Miller,0.641,0.637,CeeLo Green,3,-9.43,138.869,4k5UZm89ZX0YAHUp55zpt9,We (feat. CeeLo Green),0.601,81,3
81,0.335,11:11 Reset,7AXUeodoVqnIM9vvK5RYgm,2017-10-20,Keyshia Cole,0.474,0.503,No Feature,11,-5.289,180.059,5EMKXzsOCaWZ0wgspNV8C8,Incapable,0.431,82,3
82,0.23,Thriller 25 Super Deluxe Edition,1C2h7mLntPSeVYciMRTF4a,1982-11-30,Michael Jackson,0.888,0.815,No Feature,11,-4.909,127.273,5lA3pwMkBdd24StM90QrNR,P.Y.T. (Pretty Young Thing),0.961,83,3
83,0.00133,ASTROWORLD,41GuZcammIkupMPKH2OJ6I,2018-08-03,Travis Scott,0.461,0.686,No Feature,5,-5.908,147.979,6NMtzpDQBTOfJwMzgMX0zl,SKELETONS,0.263,84,2
84,0.0847,Birds In The Trap Sing McKnight,42WVQWuf1teDysXiOupIZt,2016-09-16,Travis Scott,0.841,0.728,No Feature,7,-3.37,130.049,6gBFPUFcJLzWGx4lenP6h2,goosebumps,0.43,85,2
85,0.0913,The Low End Theory,1p12OAWwudgMqfMzjMvl2a,1991-09-24,A Tribe Called Quest,0.868,0.424,No Feature,7,-14.047,87.614,6zrsmzrMoxNkXEQLubCWtA,Verses from the Abstract,0.755,86,2
86,0.0604,hopeless fountain kingdom (Deluxe),7GjG91tyHQNGEHzKJaqOi0,2017-06-02,Halsey,0.675,0.751,No Feature,0,-3.539,118.384,7y9iMe8SOB6z3NoHE2OfXl,Bad At Love,0.612,87,2
87,0.186,Back Stabbers,09jTPeDoSuJLLAwFGNUKCX,1972,The O'Jays,0.744,0.568,No Feature,0,-9.629,122.657,28285KFbyCq8sJofn58qlD,Love Train,0.687,88,2
88,0.417,Fifty Shades Freed (Original Motion Picture Soundtrack),4w0N1CaZwQ5RPIuawqlYyy,2018-02-09,Jacob Banks,0.69,0.466,Louis The Child,6,-4.812,81.935,2KZybiXVEQExXm2vtAcP8f,Diddy Bop (x Louis The Child),0.28,89,1
89,0.104,A Good Night,2hHh6SaRQhRbeXdQkk4cV9,2018-04-06,John Legend,0.53,0.707,BloodPop®,10,-5.516,109.827,7gevvAspxft2qQmcvJjNBH,A Good Night,0.696,90,1
90,0.637,The Life Of Pablo,7gsWAHLeT0w7es6FofOXk1,2016-06-10,Kanye West,0.596,0.393,No Feature,8,-8.714,107.425,1eQBEelI2NCy7AUTerX0KS,Ultralight Beam,0.36,91,1
91,0.0533,Grateful,3HhZbSJdhOqMSaRbEt3gtw,2017-06-22,DJ Khaled,0.599,0.667,Justin Bieber,7,-4.267,80.984,1jYiIOC5d6soxkJP81fxq2,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",0.817,92,1
92,0.64,Swimming,5wtE5aLX5r7jOosmPhJhhk,2018-08-03,Mac Miller,0.787,0.472,No Feature,6,-10.032,144.998,1oFEAWvPHP5TdSlmIs77sV,Conversation Pt. 1,0.264,93,1
93,0.2,ASTROWORLD,41GuZcammIkupMPKH2OJ6I,2018-08-03,Travis Scott,0.699,0.708,No Feature,10,-5.365,148.054,27a1mYSG5tYg7dmEjWBcmL,CAN'T SAY,0.689,94,0
94,0.00417,The Greatest Story Ever Told,4dlnbBnFH9CE6sbyrPP2aR,2008,David Banner,0.935,0.747,Chris Brown,1,-4.231,117.613,2IBF9lQ9lgVai8LkskI5L7,Get Like Me,0.736,95,0
95,0.695,Classic Male Pregame,5teq0B81xze2ONVXUUJIKO,2015-05-01,Lil Dicky,0.628,0.533,No Feature,2,-6.045,119.869,2Lf9x6sBqdlHwy3odDiILW,Classic Male Pregame,0.365,96,0
96,0.883,?,2Ti79nwTsont5ZHfdxIzAm,2018-03-16,XXXTENTACION,0.61,0.258,No Feature,0,-12.758,127.08,2oe6dDthgthqUkfL3czpEd,"ALONE, PART 3",0.164,97,0
97,0.00449,ASTROWORLD,41GuZcammIkupMPKH2OJ6I,2018-08-03,Travis Scott,0.829,0.705,No Feature,8,-4.232,155.026,2xLMifQCjDGFmkHkpNLD9h,SICKO MODE,0.462,98,0
0,0.569,Liberated,18fTRuJJDlbhrl2SREyuJA,2018-06-08,DeJ Loaf,0.739,0.605,Leon Bridges,10,-3.632,127.0,5OQByVDbs9788HBRIBqgNW,Liberated,0.623,1,19
1,0.0758,Dirty Computer,2PjlaxlMunGOUvcRzlTbtE,2018-04-27,Janelle Monáe,0.922,0.485,Pharrell Williams,1,-7.259,120.156,5Yfq9uugLFchtFymQQWxgt,I Got The Juice (feat. Pharrell Williams),0.395,2,19
2,0.482,KOD,4Wv5UAieM1LDEYVq5WmqDd,2018-04-20,J. Cole,0.829,0.527,No Feature,6,-6.644,116.078,6tZ3b7ik1QDXFAZlXib0YZ,Kevin’s Heart,0.473,3,19
3,0.0959,Red Pill Blues (Deluxe),3ThQ5dvf9wlqB0C7evh5nH,2018-06-15,Maroon 5,0.655,0.603,No Feature,8,-5.014,126.088,6AvfZXpbb6r35DfF7gHPRq,Wait,0.452,4,19
4,0.117,This Is America,7arx9qPJexCsDz67El4qvk,2018-05-06,Childish Gambino,0.854,0.463,No Feature,5,-6.159,120.024,0b9oOr2ZgvyQu88wzixux9,This Is America,0.549,5,19
5,0.0172,St. Elsewhere,7p2aWivr9OLXocSTTKtG9B,2006-05-02,Gnarls Barkley,0.835,0.741,No Feature,8,-1.609,111.963,2N5zMZX7YeL1tico8oQxa9,Crazy,0.612,6,18
6,0.229,Beyond,0Nu4xhj7NxdUiL0eMy9yoQ,2018-04-20,Leon Bridges,0.58,0.687,No Feature,6,-5.4,76.014,5esPpmrM2AsyDVgOKzWQwU,Beyond,0.187,7,18
7,0.0954,ye,5EBGCvO6upi3GNknMVe9x9,2018-06-01,Kanye West,0.572,0.543,PARTYNEXTDOOR,7,-4.251,83.364,6Bg7MznA9X0dIhlAsLyBYj,Ghost Town,0.329,8,18
8,0.0511,Invasion of Privacy,4KdtEKjY3Gi0mKiSdy96ML,2018-04-06,Cardi B,0.968,0.589,Migos,11,-7.808,129.993,2qcG0nZ6S3zZV0UrkY5nFo,Drip (feat. Migos),0.268,9,18
9,0.34,Funk Wav Bounces Vol.1,2HaqChIDc5go3qxVunBDK0,2017-06-30,Calvin Harris,0.784,0.728,Young Thug,0,-4.549,110.165,60APt5N2NRaKWf5xzJdzyC,Heatstroke,0.713,10,18
10,0.172,Red Pill Blues (Deluxe),3ThQ5dvf9wlqB0C7evh5nH,2018-06-15,Maroon 5,0.812,0.67,LunchMoney Lewis,5,-4.008,125.087,6wogrqAh1GfVvhgLB8PRRD,Who I Am (feat. LunchMoney Lewis),0.654,11,17
11,0.883,?,2Ti79nwTsont5ZHfdxIzAm,2018-03-16,XXXTENTACION,0.669,0.308,No Feature,11,-10.068,64.934,7AFASza1mXqntmGtbxXprO,changes,0.52,12,17
12,0.117,Tell Me You Love Me,1FRviekVOpvzz78JYKAUhB,2017-12-08,Galantis,0.762,0.797,Throttle,5,-2.71,122.066,3KTMURvw5Ys3sz1Ksh1S01,Tell Me You Love Me,0.525,13,17
13,0.147,KOD,4Wv5UAieM1LDEYVq5WmqDd,2018-04-20,J. Cole,0.678,0.648,No Feature,2,-5.892,94.336,7EulRO07ZgchxqKUHb8Pvc,1985 - Intro to “The Fall Off”,0.635,14,17
14,0.0313,Came Here for Love,22x1g0NEicPMxuEOXlGUw5,2017-06-09,Sigala,0.708,0.868,Ella Eyre,6,-3.287,124.994,3kGfazcbVvVkuZunzlLgTD,Came Here for Love,0.72,15,17
15,0.0579,Light Poles And Pine Trees,4ZIvx3lm0ytWm06bH8DAwR,2006-01-01,Field Mob,0.931,0.486,Ciara,6,-10.558,120.026,0Uc706myy6Th7I6KQ9xA1x,So What,0.896,16,16
16,0.0155,A Moment Apart,3VzsvmhnUb9OZ59bq2aoNZ,2017-09-08,ODESZA,0.566,0.587,Leon Bridges,6,-5.96,82.046,4YaNLEPw3MrIgkGOkBrAh2,Across The Room (feat. Leon Bridges),0.246,17,16
17,0.784,Naked,7eya0F4XVH0Te1lBMYeXch,2017-11-03,Ella Mai,0.443,0.449,No Feature,9,-6.798,124.797,4E3FwGMzfnpG5TScXYUiaZ,Naked,0.511,18,16
18,0.461,Red Pill Blues (Deluxe),3ThQ5dvf9wlqB0C7evh5nH,2018-06-15,Maroon 5,0.934,0.564,Julia Michaels,11,-4.806,115.092,1Px62X35tayLsX5V1qx1Mb,Help Me Out (with Julia Michaels),0.543,19,16
19,0.229,Good Thing,7J9fifadXb0PPSBWXctbi8,2018-05-04,Leon Bridges,0.781,0.629,No Feature,5,-6.152,111.975,7FxzgizJRGTQ3fxUqfvljg,Bad Bad News,0.693,20,16
20,0.0774,Money,2dzndQxJbYZAiifNOaz9qB,2017-11-18,Guapdad 4000,0.83,0.759,No Feature,7,-7.717,97.254,6yOeCNWiOLmGZdibUWWwms,Money,0.846,21,15
21,0.00826,The Divine Feminine,6f6tko6NWoH00cyFOl4VYQ,2016-09-16,Mac Miller,0.836,0.67,Anderson .Paak,5,-6.907,107.018,5iUQMwxUPdJBFeGkePtM66,Dang! (feat. Anderson .Paak),0.556,22,15
22,0.0489,Creep (The Four Performance),1lo6xWACROyUqm9jqNuaH7,2018-02-09,VINCINT,0.131,0.71,No Feature,10,-5.566,179.359,6x99an9ChMTqfp7HBlx1NC,Creep - The Four Performance,0.143,23,15
23,0.17,This Feeling,2RfscyV7PQywdGaeW6vlsq,2018-02-09,Date Night,0.734,0.818,No Feature,11,-6.177,125.009,3Maee3lpM5h3kvZLXiP4Zg,This Feeling,0.456,24,15
24,0.0788,Red Pill Blues (Deluxe),3ThQ5dvf9wlqB0C7evh5nH,2018-06-15,Maroon 5,0.799,0.597,SZA,5,-5.131,110.001,2j5hsQvApottzvTn4pFJWF,What Lovers Do (feat. SZA),0.419,25,15
25,0.401,KIDS SEE GHOSTS,6pwuKxMUkNg673KETsXPUV,2018-06-08,KIDS SEE GHOSTS,0.729,0.504,No Feature,8,-6.784,110.011,4kUZvXB3LC3an3HX6h0s17,Cudi Montage,0.305,26,14
26,0.335,11:11 Reset,7AXUeodoVqnIM9vvK5RYgm,2017-10-20,Keyshia Cole,0.474,0.503,No Feature,11,-5.289,180.059,5EMKXzsOCaWZ0wgspNV8C8,Incapable,0.431,27,14
27,0.319,Funk Wav Bounces Vol.1,2HaqChIDc5go3qxVunBDK0,2017-06-30,Calvin Harris,0.776,0.589,Kehlani,9,-4.543,120.034,0pJPdSVti6cTM1Q6xYGmcf,Faking It,0.668,28,14
28,0.735,Red Pill Blues (Deluxe),3ThQ5dvf9wlqB0C7evh5nH,2018-06-15,Maroon 5,0.604,0.405,A$AP Rocky,10,-8.279,103.98,6zEOfBb85G0Vaau5skdAUG,Whiskey (feat. A$AP Rocky),0.0861,29,14
29,0.374,ye,5EBGCvO6upi3GNknMVe9x9,2018-06-01,Kanye West,0.665,0.417,No Feature,1,-6.731,110.111,2VYb3Fb5iK5Y8HGZ8oEEkp,Violent Crimes,0.04,30,14
30,0.0252,Painting Pictures,5mG8oNkNKM2my7t9ywra96,2017-03-31,Kodak Black,0.806,0.77,No Feature,1,-6.464,152.094,0bXFIF7iL17TYLyx8JHziM,Patty Cake,0.406,31,13
31,0.339,KIDS SEE GHOSTS,6pwuKxMUkNg673KETsXPUV,2018-06-08,KIDS SEE GHOSTS,0.585,0.597,No Feature,0,-7.499,100.051,4RVbK6cV0VqWdpCDcx3hiT,Reborn,0.227,32,13
32,0.132,Dirty Computer,2PjlaxlMunGOUvcRzlTbtE,2018-04-27,Janelle Monáe,0.859,0.413,No Feature,1,-7.399,115.035,5gW5dSy3vXJxgzma4rQuzH,Make Me Feel,0.697,33,13
33,0.00185,Art Angels,5hB4jVN4ZHpubyiMmW81K1,2015-11-06,Grimes,0.468,0.647,No Feature,6,-7.966,203.86,3zxqTbepxLQesm41y2NoE4,California,0.466,34,13
34,0.0914,Brooklyn In The Summer,2e2K7qbaFSqnBQWvYmgS4L,2018-05-11,Aloe Blacc,0.656,0.514,No Feature,5,-5.27,120.073,5bTysxqGHXdSGiZVgljzCY,Brooklyn In The Summer,0.818,35,12
35,0.824,K.T.S.E.,0mwf6u9KVhZDCNVyIi6JuU,2018-06-23,Teyana Taylor,0.696,0.463,Kanye West,7,-8.562,81.35,6NqbN00vLmWfrQSx2wjD4z,Hurry,0.53,36,12
36,0.0381,Tremaine The Album,5gQtvMHA7yqdzKXrHpe63C,2017-03-24,Trey Songz,0.708,0.612,No Feature,5,-6.379,139.913,1HOUzEsetdIPSpAgRPhZQt,Nobody Else But You,0.263,37,12
37,0.196,Nomads,2sm41lIWrHo6G5tkcKmcRA,2016-11-25,No Wyld,0.823,0.442,No Feature,6,-8.664,99.995,0CV8u1K2Q4nhBvqqTWykw4,Grown Up,0.319,38,12
38,0.0591,V,2Auw0pTT6EcQdvHNimhLQI,2015-05-15,Maroon 5,0.748,0.788,No Feature,1,-7.055,120.076,2iuZJX9X9P0GKaE93xcPjk,Sugar,0.884,39,12
39,0.611,Lost & Found,3AlSuZnX4ZCab8eoWnnfbm,2018-06-08,Jorja Smith,0.642,0.459,No Feature,2,-6.346,80.19,14qLa09blyCJdkRJRQ8lpV,Tomorrow,0.128,40,11
